 142.800878	47.028206	 142.801983	47.027759
 142.795803	47.027660	 142.796678	47.027286
 142.786163	47.038736	 142.786619	47.038446
 142.795812	47.027661	 142.796354	47.027295
 142.783691	46.912634	 142.784716	46.912120
 142.988720	46.836957	 142.989154	46.836504
 142.979243	46.835839	 142.979406	46.835693
 143.065239	46.981333	 143.066350	46.981009
 143.060179	46.980740	 143.060731	46.980160
 143.067742	46.989079	 143.068056	46.988676
 143.043660	47.019360	 143.043955	47.019232
 143.038803	47.017385	 143.039068	47.017195
 143.039747	47.035826	 143.040991	47.035624
 143.033743	47.051261	 143.034441	47.050909
 143.042016	46.980867	 143.042118	46.980056
 143.047107	46.982024	 143.047241	46.981378
 143.038948	46.989483	 143.040042	46.988731
 143.035779	46.999550	 143.036514	46.999106
 143.382274	46.409073	 143.383604	46.408591
 142.704274	47.311950	 142.704885	47.311545
 142.105102	47.848005	 142.106535	47.847399
 142.048856	47.744373	 142.050315	47.743258
 142.087787	47.800918	 142.088597	47.800510
 142.126961	47.852871	 142.130115	47.851831
 142.145893	47.882311	 142.147653	47.880817
 142.186503	47.922242	 142.187651	47.921499
 142.193144	47.926896	 142.194400	47.926405
 142.461003	47.868024	 142.462236	47.867519
 142.431771	47.901417	 142.433284	47.900602
 142.437411	47.898575	 142.439009	47.898019
