 142.736403	46.942782	 142.744283	46.937174
 142.656004	46.921871	 142.666175	46.917343
 142.871770	46.911385	 142.879452	46.906532
 142.864611	46.897019	 142.868560	46.895754
 143.154788	46.820540	 143.169594	46.810051
 143.277955	46.805820	 143.291044	46.798305
 143.282298	46.532945	 143.289594	46.527554
 143.338637	46.610749	 143.340729	46.609300
 143.384204	46.542040	 143.386328	46.539819
 143.401382	46.442347	 143.516343	46.454336
 143.009873	47.066609	 143.024464	47.057547
 142.461852	47.380451	 142.473139	47.375466
 142.523874	47.569606	 142.548893	47.559033
 142.700479	47.465788	 142.706315	47.455747
 142.074487	47.296180	 142.082727	47.291333
 141.903594	46.530002	 141.918786	46.521678
 142.152443	47.081474	 142.158064	47.075552
 142.862911	47.152934	 142.885399	47.131383
 142.972135	47.133374	 143.003721	47.117088
 142.803541	47.055012	 142.803541	47.055012
 142.546528	46.783670	 142.546528	46.783670
 143.449471	46.218946	 143.453634	46.215743
 142.474131	46.942555	 142.475934	46.937264
