 142.800323	46.683506	 142.802061	46.682095
 142.795377	46.686201	 142.796482	46.683956
 142.858862	46.716127	 142.861018	46.714688
 142.853510	46.729598	 142.854776	46.728277
 142.880847	46.684851	 142.882789	46.683492
 142.886111	46.649940	 142.887495	46.648174
 142.888224	46.663206	 142.889072	46.661810
 142.782200	46.714608	 142.783359	46.713634
 142.788964	46.903760	 142.791035	46.902561
 142.794564	46.903424	 142.796356	46.902012
 142.796729	46.943109	 142.798671	46.941978
 142.770579	46.965159	 142.770579	46.965159
 142.745072	46.982544	 142.746509	46.981318
 142.763540	46.958483	 142.764581	46.957661
 142.752479	46.997945	 142.754174	46.997093
 142.761875	47.012151	 142.761875	47.012151
 143.060683	46.843153	 143.061729	46.842085
 143.053858	46.970717	 143.055950	46.969675
 142.902160	47.351004	 142.903694	47.349954
 142.908057	47.349321	 142.908743	47.348432
 142.930327	47.332583	 142.930950	47.332087
 141.870632	46.437300	 141.871673	46.436476
 141.867928	46.441151	 141.868883	46.439652
 142.197251	47.912696	 142.199268	47.911212
 142.236731	47.917635	 142.240379	47.915558
 142.208308	47.946046	 142.211329	47.943748
 142.233146	47.945689	 142.235335	47.943670
 142.356367	47.959629	 142.357966	47.958822
 142.290050	47.960087	 142.293397	47.957472
 142.348683	47.924253	 142.352459	47.922565
 142.419579	47.923058	 142.421768	47.921501
 142.511749	47.860338	 142.514056	47.858583
 142.419266	46.641787	 142.420339	46.640686
 142.418344	46.663069	 142.419578	46.661990
 142.466672	46.749785	 142.469096	46.747942
 142.281035	46.944792	 142.281743	46.943293
 143.363242	46.377245	 143.364165	46.376480
 143.373948	46.399618	 143.375643	46.398260
 143.366473	46.421109	 143.367583	46.420181
 143.361671	46.476397	 143.364288	46.475278
 143.378639	46.477758	 143.379691	46.477187
 142.781539	46.714338	 142.783330	46.713556
 142.843055	46.797556	 142.847196	46.796325
 142.853110	46.784365	 142.855932	46.783223
 142.852584	46.793627	 142.854440	46.791991
 142.964947	46.809614	 142.967866	46.808052
 142.660737	47.062601	 142.663570	47.060842
 142.668222	47.060810	 142.670496	47.059409
 142.697655	47.313153	 142.699972	47.312277
 142.694857	47.313763	 142.695897	47.312267
 142.691509	47.302440	 142.692850	47.300973
 142.112168	47.858932	 142.116588	47.857820
 142.117902	47.859506	 142.120949	47.858379
